

No.of nodes:	 100
Area:	 1000 x 1000
Mobility:	 10
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	6.147368	5.473684	
0.05 	9.413200	10.878000	
0.033 	9.649765	16.717672	
0.025 	10.438400	20.370000	
0.02 	8.561881	26.599300	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	10.147769	9.407519	
0.05 	15.786400	18.936000	
0.033 	14.099010	27.722772	
0.025 	15.652000	37.512000	
0.02 	16.744372	44.614307	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	14.277694	13.259148	
0.05 	18.301600	25.534000	
0.033 	20.056406	38.899890	
0.025 	14.129600	50.558000	
0.02 	20.298949	61.672836	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	15.220451	17.335338	
0.05 	18.552800	33.924000	
0.033 	14.729473	50.077008	
0.025 	17.724000	65.384000	
0.02 	21.529965	79.987994	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	20.809223	20.733835	
0.05 	20.058400	42.012000	
0.033 	22.709071	60.270027	
0.025 	21.030000	77.814000	
0.02 	21.738469	

No.of nodes:	 100
Area:	 1000 x 1000
Mobility:	 10
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 ZRP 	 OLSR
97.518759	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	6.264862	5.487719	
0.05 	10.680000	11.088000	
0.033 	10.796680	16.311631	
0.025 	12.097600	21.952000	
0.02 	11.655028	26.641321	
 
CBR Pkt_size:	 100
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	9.581554	9.359398	
0.05 	15.949600	18.960000	
0.033 	17.064906	28.082808	
0.025 	16.687200	37.824000	
0.02 	17.159780	45.502751	
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	14.279298	13.463659	
0.05 	20.954400	

No.of nodes:	 100
Area:	 1000 x 1000
Mobility:	 10
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.05 	20.954400	
0.033 	22.871887	
0.025 	19.830400	
0.02 	19.971986	
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	17.681805	
0.05 	23.846400	
0.033 	21.091709	
0.025 	22.311200	
0.02 	22.249525	
 
CBR Pkt_size:	 250
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	20.088622	
0.05 	27.682800	
0.033 	29.760576	
0.025 	25.204800	
0.02 	26.421611	
 
CBR Pkt_size:	 50
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	6.265664	
0.05 	12.040800	
0.033 	13.754175	
0.025 	12.692000	
0.02 	13.784092	
 
CBR Pkt_size:	 100
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	10.001805	
0.05 	17.879200	
0.033 	17.455346	
0.025 	16.427200	
0.02 	19.963582	
 
CBR Pkt_size:	 150
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	13.689825	
0.05 	19.221200	
0.033 	20.859686	
0.025 	24.921600	
0.02 	24.042421	
 
CBR Pkt_size:	 200
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	17.957694	
0.05 	27.434400	
0.033 	27.255526	
0.025 	24.187200	
0.02 	26.823812	
 
CBR Pkt_size:	 250
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	21.359398	
0.05 	26.540000	
0.033 	26.635064	
0.025 	27.080000	
0.02 	29.496348	
 
CBR Pkt_size:	 50
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	6.403609	
0.05 	12.496400	
0.033 	13.284928	
0.025 	14.124800	
0.02 	13.941771	
 
CBR Pkt_size:	 100
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	10.154987	
0.05 	18.839200	
0.033 	18.997100	
0.025 	21.188800	
0.02 	21.767684	
 
CBR Pkt_size:	 150
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	13.862256	
0.05 	23.822400	
0.033 	26.659466	
0.025 	26.842800	
0.02 	22.451226	
 
CBR Pkt_size:	 200
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	17.998596	
0.05 	26.563200	
0.033 	29.749375	
0.025 	27.788800	
0.02 	25.959380	
 
CBR Pkt_size:	 250
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	21.753985	
0.05 	29.867600	
0.033 	31.306331	
0.025 	32.756800	
0.02 	34.480440	
 
CBR Pkt_size:	 50
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	6.469774	
0.05 	12.879200	
0.033 	15.735574	
0.025 	15.580000	
0.02 	16.170485	
 
CBR Pkt_size:	 100
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	10.371529	
0.05 	19.770400	
0.033 	21.875788	
0.025 	18.976800	
0.02 	21.627614	
 
CBR Pkt_size:	 150
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	14.148571	
0.05 	25.696800	
0.033 	26.111411	
0.025 	29.180000	
0.02 	24.620710	
 
CBR Pkt_size:	 200
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	17.999398	
0.05 	29.064800	
0.033 	30.449445	
0.025 	29.455200	
0.02 	30.067834	
 
CBR Pkt_size:	 250
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	21.771228	
0.05 	35.507600	
0.033 	32.696070	
0.025 	33.240400	
0.02 	34.254727	
 


No.of nodes:	 20
Area:	 500 x 500
Mobility:	 10
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	4.019248	
0.05 	9.063600	
0.033 	10.281428	
0.025 	9.157200	
0.02 	15.233217	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	8.751479	
0.05 	12.979200	
0.033 	22.146215	
0.025 	19.507200	
0.02 	34.193097	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	10.171429	
0.05 	22.072000	
0.033 	32.043204	
0.025 	24.030000	
0.02 	22.011806	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	12.342857	
0.05 	28.682400	
0.033 	39.584758	
0.025 	50.205600	
0.02 	58.944672	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	16.498847	
0.05 	36.084400	
0.033 	45.818982	
0.025 	68.110000	
0.02 	74.875038	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	5.129624	
0.05 	11.263200	
0.033 	16.412841	
0.025 	15.584400	
0.02 	25.799700	
 
CBR Pkt_size:	 100
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	9.290426	
0.05 	16.691200	
0.033 	24.706471	
0.025 	28.134400	
0.02 	23.640620	
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	10.492632	
0.05 	24.564000	
0.033 	36.671667	
0.025 	26.272800	
0.02 	46.160680	
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	15.542857	
0.05 	31.965600	
0.033 	45.376538	
0.025 	52.075200	
0.02 	80.478639	
 
CBR Pkt_size:	 250
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	18.115288	
0.05 	39.142400	
0.033 	57.551755	
0.025 	47.982800	
0.02 	80.549075	
 
CBR Pkt_size:	 50
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	5.301654	
0.05 	10.233600	
0.033 	14.665467	
0.025 	23.259600	
0.02 	25.144172	
 
CBR Pkt_size:	 100
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	8.315188	
0.05 	17.408000	
0.033 	26.729073	
0.025 	22.937600	
0.02 	47.691046	
 
CBR Pkt_size:	 150
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	7.566115	
0.05 	19.402000	
0.033 	34.357436	
0.025 	49.448400	
0.02 	46.018209	
 
CBR Pkt_size:	 200
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	15.497143	
0.05 	23.484000	
0.033 	40.816082	
0.025 	62.107200	
0.02 	73.635218	
 
CBR Pkt_size:	 250
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	19.062857	
0.05 	41.700000	
0.033 	62.333833	
0.025 	83.400000	
0.02 	58.742971	
 
CBR Pkt_size:	 50
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	5.051429	
0.05 	10.190400	
0.033 	15.648365	
0.025 	14.406000	
0.02 	24.488644	
 
CBR Pkt_size:	 100
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	8.186867	
0.05 	15.001600	
0.033 	24.655266	
0.025 	33.331200	
0.02 	36.379790	
 
CBR Pkt_size:	 150
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	11.598997	
0.05 	22.819600	
0.033 	34.855886	
0.025 	34.211600	
0.02 	61.796898	
 
CBR Pkt_size:	 200
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	14.857143	
0.05 	29.868000	
0.033 	44.555656	
0.025 	55.130400	
0.02 	52.557479	
 
CBR Pkt_size:	 250
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	16.610326	
0.05 	31.191600	
0.033 	53.770577	
0.025 	59.770000	
